epoch,acc,loss,val_acc,val_loss
0,0.24630992,1.816787330130652,0.2132289,1.8537841320037842
1,0.2665128,1.7686132259880052,0.26370758,1.8180238246917724
2,0.28075063,1.7466689940348477,0.16449086,1.8427677154541016
3,0.2973832,1.721349988171806,0.2210618,1.8026365280151366
4,0.31880525,1.6871120103552535,0.34290686,1.6695871829986573
5,0.35342014,1.6418251283916114,0.4073107,1.526836293084281
6,0.37296993,1.5979023561067822,0.43516102,1.466724944114685
7,0.39892018,1.5382567882932316,0.4673629,1.3915286302566527
8,0.41611877,1.491002189981749,0.48128808,1.3496803283691405
9,0.44015327,1.4507552288787648,0.49347258,1.3323200225830079
10,0.4534332,1.4172164368194495,0.50304615,1.2817131996154785
11,0.47063178,1.3777879695740358,0.5221932,1.2625603437423707
12,0.4785562,1.3435468832066981,0.4734552,1.3503308057785035
13,0.49179256,1.3223096045857288,0.5361184,1.2028261423110962
14,0.50363564,1.2921489554080205,0.52741516,1.253113031387329
15,0.51826537,1.2678720131766248,0.5578764,1.1543700456619264
16,0.5218357,1.2466726637470005,0.5570061,1.190471363067627
17,0.5391649,1.2143341379898127,0.5613577,1.1587805986404418
18,0.5438673,1.1940259036612135,0.5630984,1.1066323518753052
19,0.5519223,1.1742525278688873,0.5752829,1.104450559616089
20,0.56124,1.1543326679071033,0.5813751,1.1275230884552
21,0.56350416,1.14599053447692,0.5813751,1.0941267251968383
22,0.57108027,1.1247525463875758,0.5813751,1.1106797933578492
23,0.5780903,1.103446975636504,0.57354224,1.0865317821502685
24,0.58305395,1.095846730369184,0.5813751,1.119584584236145
25,0.58975923,1.0749982501081168,0.60226285,1.0629883408546448
26,0.591675,1.0666660028688015,0.58311576,1.0919875144958495
27,0.601254,1.0517789637533266,0.591819,1.0675146460533143
28,0.60556453,1.0421197172263246,0.6048738,1.0577631950378419
29,0.61435974,1.0234921910363433,0.60226285,1.0657121300697328
30,0.62250185,1.0059276611169545,0.5961706,1.0761947870254516
31,0.62563676,0.9920525409609875,0.61009574,1.0366209864616394
32,0.6303392,0.9850820490909805,0.616188,0.9955234289169311
33,0.6322985,0.9717335063626262,0.6083551,1.0708116292953491
34,0.64239997,0.9518221758652166,0.6179286,1.0322412371635437
35,0.63835067,0.9552772962653072,0.6214099,1.0521689772605896
36,0.6463186,0.938767651254052,0.6040035,1.075645136833191
37,0.65271914,0.9241684597904777,0.60226285,1.035912001132965
38,0.6770584,0.8740667614761599,0.63359445,0.9857668519020081
39,0.6769713,0.8546833166643434,0.62663186,1.0060195684432984
40,0.68463445,0.847224425510686,0.6396867,0.9953359365463257
41,0.6867244,0.8425048517065936,0.6275022,0.9996419668197631
42,0.6936039,0.8278550560605091,0.63359445,1.0091304779052734
43,0.6918187,0.8251337995152139,0.6309835,0.9993335843086243
44,0.7020943,0.8098765839795219,0.6275022,0.9926912903785705
45,0.69895935,0.8053840532806124,0.6370757,0.9911304354667664
46,0.70300865,0.7996338557713271,0.63794607,0.9975096821784973
47,0.70144117,0.7986308942581493,0.6370757,0.9942550539970398
48,0.69948184,0.8010760894166156,0.6396867,0.9985881686210633
49,0.70749336,0.7862327166711697,0.6422976,0.9899430274963379
50,0.7048809,0.7922391536815376,0.640557,0.995379626750946
51,0.7104106,0.7873250762291102,0.63359445,1.006683874130249
52,0.71276176,0.7776163857223087,0.6370757,0.9942630887031555
53,0.7096704,0.7830010116549286,0.64142734,0.9965346217155456
54,0.7098446,0.7837618245040192,0.6370757,0.9878506064414978
55,0.70810294,0.7818417894117209,0.6301131,1.0015386104583741
56,0.71424216,0.764797999152746,0.6353351,1.0060360312461853
57,0.71315366,0.7746457314207873,0.6370757,0.9905354738235473
58,0.71894455,0.7639915229509439,0.63794607,0.9975542068481446
59,0.7155919,0.7656478445448033,0.640557,1.0113818168640136
60,0.7169852,0.7642583098010649,0.6449086,1.0027991652488708
61,0.71842206,0.757944683640483,0.64142734,0.9996089458465576
62,0.7222972,0.7515489887562139,0.64142734,1.0114136219024659
63,0.72255844,0.7507946006141085,0.6370757,1.007685112953186
64,0.72033787,0.7567146825879681,0.6362054,1.005739939212799
65,0.7205991,0.7540499948394331,0.6370757,1.0063747882843017
66,0.72347283,0.7462237269191067,0.6440383,1.002023208141327
67,0.72800106,0.7403123737544194,0.6440383,1.0078943967819214
68,0.72652066,0.7424228237025826,0.64664924,1.015890610218048
