epoch,acc,loss,val_acc,val_loss
53,0.5341577,1.2165442560392496,0.5839861,1.1251852989196778
54,0.54081947,1.2040707615331525,0.5839861,1.1025606870651246
55,0.53894717,1.20309454152045,0.5770235,1.1242159843444823
56,0.5468716,1.197946805732243,0.5961706,1.0972524642944337
57,0.5458702,1.190342558454345,0.5961706,1.0872264146804809
58,0.5457831,1.188305231096146,0.58311576,1.091368842124939
59,0.55327207,1.1777862326292352,0.5935596,1.0897792100906372
60,0.55592805,1.168697000536053,0.5944299,1.0779891967773438
61,0.55366397,1.1735246117074432,0.5926893,1.0910582542419434
62,0.55418646,1.1669936230669824,0.589208,1.0906676769256591
63,0.5576697,1.1598389177311592,0.5970409,1.0640482544898986
64,0.5571037,1.159164556624628,0.591819,1.0752810716629029
65,0.5642879,1.1474085016431654,0.5805048,1.0941849231719971
66,0.56115294,1.146037561957721,0.5970409,1.053432250022888
67,0.5657683,1.1380950022974952,0.61531764,1.045866811275482
68,0.5652893,1.1456574822414756,0.586597,1.091693103313446
69,0.56668264,1.1361271414991592,0.589208,1.062945294380188
70,0.56768405,1.1289715743549669,0.5935596,1.0695907354354859
71,0.570819,1.1224973788948422,0.5944299,1.0621041059494019
72,0.5709932,1.126694780401553,0.59007835,1.0578978300094604
73,0.57630515,1.1186315214031328,0.5961706,1.0550431251525878
74,0.57417166,1.117522254545345,0.60748476,1.0453168511390687
75,0.5800061,1.1038215458977023,0.6040035,1.0463799476623534
76,0.58253145,1.103438523517766,0.61009574,1.0505513429641724
77,0.5864501,1.0914848366316026,0.6005222,1.034117078781128
78,0.586363,1.0943448794714932,0.6118364,1.0306950569152833
79,0.582575,1.0922150169079319,0.6127067,1.0247194051742554
80,0.5843166,1.0882402592958922,0.6248912,1.0279625535011292
81,0.58871424,1.0813517097177578,0.6092254,1.0267754316329956
82,0.58858365,1.0876668386228479,0.6092254,1.0290496587753295
83,0.5882353,1.0795675589417832,0.61009574,1.031017529964447
84,0.59215397,1.0670816532833771,0.6048738,1.0587100028991698
85,0.59750944,1.0642360162946756,0.616188,1.0194469690322876
86,0.5961162,1.0679620445156126,0.61444736,1.0252599358558654
87,0.5979884,1.062096282836531,0.5987815,1.0273154139518739
88,0.59729177,1.0613776019459664,0.6205396,1.040030825138092
89,0.59981716,1.055649720019134,0.61705834,1.0224938631057738
90,0.59981716,1.0528696372241486,0.6066145,1.036731195449829
91,0.60443246,1.0456086956183537,0.61531764,1.0204561829566956
92,0.60573864,1.0453182942057464,0.6275022,1.0043624639511108
93,0.61031044,1.0342939188791078,0.613577,1.0299184441566467
94,0.60808986,1.0380471326469487,0.6214099,1.0196351528167724
95,0.60613054,1.0375639888880774,0.6127067,1.0415812253952026
96,0.6090478,1.0358047400902781,0.618799,1.0239113569259644
97,0.6115296,1.0266517277234586,0.6109661,1.0483170032501221
98,0.6100057,1.032790452985431,0.61966926,1.0073845148086549
99,0.6134889,1.0234855352189465,0.6275022,1.0203973770141601
100,0.61266166,1.014793169920428,0.61966926,1.034057366847992
101,0.61322767,1.0134559606454212,0.6327241,1.0039223670959472
102,0.6166674,1.0102776613104467,0.63185376,1.0002926468849183
103,0.6150999,1.0077262673882712,0.63185376,1.0416106462478638
104,0.6221535,0.9992784245664971,0.6257615,1.0123315095901488
105,0.61749464,1.0041763783487407,0.61444736,1.0596039533615111
106,0.6206731,0.9982889095699958,0.6205396,1.020523738861084
107,0.6254626,0.9931220640868134,0.6370757,1.0262571096420288
108,0.62646407,0.9903541844598188,0.63185376,1.0054845571517945
109,0.62646407,0.9936695230351299,0.6353351,0.9933558464050293
110,0.62454826,0.9925474855571462,0.6301131,1.0103867173194885
111,0.62707365,0.9840575676772614,0.63446474,0.9987867116928101
112,0.63160187,0.9744039333063387,0.63185376,0.9857752680778503
113,0.6309488,0.9788693256629807,0.63881636,1.0040756344795227
114,0.6325162,0.9742856531739676,0.643168,1.000219738483429
115,0.6303827,0.9752641333749724,0.6449086,0.9857552766799926
116,0.6371751,0.9637614517149213,0.6362054,0.9938570737838746
117,0.6356512,0.9695175893524628,0.6422976,1.0022388219833374
118,0.63882965,0.9547803810020968,0.64142734,1.0101005673408507
119,0.64048415,0.9578997872550211,0.65013057,0.9904826998710632
120,0.6442287,0.9496585822813386,0.63881636,1.0084147691726684
121,0.6379588,0.9587106358612056,0.6370757,0.9816254377365112
122,0.64614445,0.9548673632174306,0.6396867,1.003706729412079
123,0.64405453,0.949371385497522,0.643168,1.0054328203201295
124,0.6433143,0.9504504454547498,0.64142734,1.0218587040901184
125,0.64505595,0.9430880472735534,0.640557,0.9942128777503967
126,0.6473636,0.9386566332470646,0.63794607,0.9847267270088196
127,0.6476684,0.9422327467368249,0.6597041,0.9762710094451904
128,0.6479732,0.9343815942393393,0.63359445,0.9836883783340454
129,0.65010667,0.9331102349052557,0.6492602,0.9769893050193786
130,0.6471459,0.9395790726793769,0.6527415,0.9807255625724792
131,0.6479296,0.9265372324774666,0.6475196,0.9950628995895385
132,0.65393823,0.924468304131284,0.6396867,0.9814686179161072
133,0.6508033,0.9229947412704858,0.6518712,0.9817225337028503
134,0.6528062,0.9158446593367031,0.6440383,0.9672100305557251
135,0.6525014,0.9178832675602313,0.64664924,0.9732282638549805
136,0.6591196,0.9113528939555154,0.6544822,0.9849323630332947
137,0.6565942,0.9140715141910314,0.6422976,0.977467668056488
138,0.6546349,0.9096901204878044,0.6475196,1.0054919362068175
139,0.6633866,0.9051165528014441,0.643168,0.9953756093978882
140,0.6668263,0.895199009666986,0.6440383,1.0101210236549378
141,0.6592067,0.9004992608299044,0.643168,1.0046862363815308
142,0.66107893,0.8971239291039041,0.6527415,0.9937747836112976
143,0.6623416,0.8982791584795289,0.6553525,0.9916443943977356
144,0.6643445,0.8932408217835262,0.6214099,0.9884904026985168
145,0.6669134,0.8801545441168832,0.6553525,0.9947074890136719
146,0.6685244,0.8832690427355946,0.63794607,0.9856711745262146
147,0.6667828,0.8858474370168551,0.6483899,0.9730125069618225
148,0.6720077,0.8734284342957316,0.6362054,0.9935531854629517
149,0.671311,0.8864940703940307,0.65883374,0.9696343541145325
150,0.6714416,0.8782305888416054,0.6570931,0.962939977645874
151,0.6765794,0.8680905298221904,0.6518712,0.9840027332305908
152,0.67631817,0.8708950815111738,0.6562228,0.967689573764801
153,0.6724866,0.8726145907890689,0.6544822,0.9930156350135804
154,0.67788565,0.8620162241401902,0.65361184,0.9822315812110901
155,0.67083204,0.8680361743101428,0.6562228,0.9800097584724426
156,0.6801933,0.8513541839958125,0.65883374,0.9862848162651062
157,0.6786259,0.8585280778411476,0.6440383,0.9773114562034607
158,0.6801933,0.8526157230760336,0.65883374,0.9977742433547974
159,0.6799756,0.8527033035359748,0.66057444,0.9486454725265503
160,0.68406844,0.8451852498038103,0.6544822,0.9703973293304443
161,0.6811948,0.8497973667753637,0.6562228,0.9700730272701809
162,0.68707275,0.8441301596337546,0.6527415,0.9870375514030456
163,0.69073015,0.8363825485662418,0.63359445,0.9776342255728585
164,0.6848522,0.8447600260792816,0.6570931,0.9763059616088867
165,0.68824834,0.8382821500329909,0.65796345,1.0017136454582214
166,0.6874211,0.8311388435748694,0.6492602,0.9923710346221923
167,0.6906431,0.8372895177683272,0.6570931,0.9756340980529785
168,0.6872905,0.8311482720580188,0.6614447,0.9974604725837708
169,0.69477946,0.8303681530394791,0.6684073,0.9803073167800903
170,0.6897723,0.8318158098562067,0.65883374,0.9789527893066406
171,0.69595504,0.8145741684189628,0.6483899,1.0119680881500244
172,0.6950407,0.822165550335203,0.6518712,1.0321027994155885
173,0.69573736,0.8131433304332911,0.6483899,1.011736238002777
174,0.69904643,0.8078699099533277,0.6492602,1.0052547931671143
175,0.6971307,0.816209277846855,0.6597041,0.9958335399627686
176,0.6970871,0.8099682141555566,0.6553525,1.0172690868377685
177,0.698611,0.8051605611298628,0.6597041,0.9860379338264466
178,0.70348763,0.8015053556269273,0.65013057,1.0066742897033691
179,0.6993077,0.8039850803242078,0.65013057,0.969980263710022
180,0.7144163,0.7711278348674543,0.66057444,0.9723567008972168
181,0.7124135,0.7714700806580531,0.6623151,0.9593883752822876
182,0.7158967,0.7614256460110136,0.66057444,0.9716186404228211
183,0.7175948,0.7590192513689694,0.6710183,0.966480267047882
184,0.7176819,0.7588264660820317,0.6597041,0.9788575649261475
185,0.72094744,0.7560704818261683,0.66492605,0.9831287384033203
186,0.71933645,0.7550524088655095,0.6640557,0.9877757787704468
187,0.7244307,0.7480827928440652,0.6684073,0.975593113899231
188,0.72308093,0.7527332378860115,0.65883374,0.9876666903495789
189,0.72033787,0.750046085337091,0.6597041,0.9833045125007629
190,0.7222101,0.7505136892772414,0.6640557,0.988647210597992
191,0.7246919,0.7449601762684157,0.6692776,0.9903105616569519
192,0.7263465,0.7400571746965692,0.6666667,0.9926225423812867
193,0.7335307,0.7269419890393284,0.667537,0.9973694324493408
194,0.7246919,0.7409132530314799,0.6684073,0.9913121461868286
195,0.7228197,0.7439888799440182,0.66318536,0.9938502311706543
196,0.73078763,0.730470351220506,0.6684073,0.9952513694763183
197,0.73065704,0.7308769870651466,0.65796345,0.9945732593536377
198,0.7261723,0.7325537437067411,0.6483899,1.0122902870178223
199,0.7330518,0.7286416449980528,0.6614447,0.9928913235664367
200,0.7320068,0.721824007424209,0.6597041,0.995023226737976
201,0.7318762,0.730831750718584,0.6570931,0.9961464047431946
202,0.7313101,0.723691673699651,0.6640557,0.9890398144721985
203,0.7327905,0.7253583499078016,0.66318536,0.9936150789260865
204,0.7313537,0.7227514989074918,0.67014796,0.9877163767814636
205,0.734924,0.71597869289961,0.67014796,0.9876613736152648
206,0.7329211,0.7226286110508637,0.667537,0.988853120803833
207,0.7347934,0.7128122389256869,0.6614447,0.9913307666778565
208,0.7299168,0.722471337509014,0.66318536,0.9914909124374389
209,0.72969913,0.7265075125157374,0.6614447,0.9923481464385986
210,0.7328776,0.7187679075637308,0.6614447,0.9907133221626282
211,0.7334001,0.7187020943764532,0.6710183,0.9876714944839478
212,0.733879,0.7212481515691065,0.6692776,0.984796118736267
213,0.73535943,0.7113542958634043,0.66318536,0.9909103512763977
214,0.73313886,0.720096505027719,0.66492605,0.9863706588745117
215,0.74041015,0.7100091991890871,0.66579634,0.9871840357780457
216,0.73274696,0.7228804463767599,0.67014796,0.9904960989952087
217,0.73374844,0.7177150033713788,0.66318536,0.9916990637779236
218,0.7389733,0.7065209312801675,0.6640557,0.9894371509552002
219,0.7387121,0.7052387466349486,0.6597041,0.9930113077163696
220,0.73771065,0.7107756657698399,0.6570931,0.9978078007698059
221,0.737014,0.7124285501607871,0.66492605,0.998304831981659
222,0.7344015,0.713625884289143,0.66579634,0.9964754223823548
223,0.73592544,0.7070087802193683,0.6562228,0.9984490513801575
224,0.7371011,0.709646305186356,0.6623151,0.9974868655204773
225,0.7352288,0.7105577090575791,0.66057444,0.9987800002098084
226,0.73775417,0.7112720699466432,0.65883374,0.9983071565628052
227,0.73932165,0.709736863971042,0.66579634,0.9919837117195129
228,0.74049723,0.7002916899380169,0.6640557,0.995448648929596
229,0.7426307,0.7039237248911566,0.67014796,0.9994846820831299
230,0.7374929,0.7024165270698809,0.667537,0.9992770791053772
231,0.7390604,0.7003732026648437,0.6544822,0.9973778128623962
232,0.7390604,0.7068658902227072,0.66492605,0.9936237335205078
233,0.74106324,0.698414750524696,0.6692776,0.9947749614715576
234,0.7360561,0.7023620896549734,0.65883374,0.9963303208351135
235,0.73771065,0.7064282001375441,0.67014796,0.9949800968170166
