epoch,acc,loss,val_acc,val_loss
0,0.23202856,1.8563752535373919,0.26022628,1.8608614683151246
1,0.25040275,1.8014747960787445,0.2619669,1.8042100191116333
2,0.2593286,1.784099626962603,0.2645779,1.7937187910079957
3,0.2657291,1.7746042000555518,0.22715405,1.928180742263794
4,0.26664343,1.7655788932860004,0.27502176,1.8548757314682007
5,0.2752645,1.755565110099805,0.27415144,1.7799415588378906
6,0.2854095,1.7469923756807417,0.281114,1.7958307266235352
7,0.2890669,1.7362322481195425,0.24281985,1.9393600940704345
8,0.3042191,1.7181059551648021,0.25500435,1.8892027139663696
9,0.3147124,1.700091197674746,0.29068756,1.94430513381958
10,0.32781819,1.674353321677076,0.28720626,1.861950445175171
11,0.33944353,1.6563770161199494,0.31505656,1.8194188117980956
12,0.34845647,1.6374394294303851,0.31940818,1.7575382709503173
13,0.35485697,1.6187980808046785,0.33855528,1.8097776412963866
14,0.36987853,1.5976619967888201,0.35073978,1.785191535949707
15,0.37632254,1.580742674232666,0.32637075,1.841042160987854
16,0.38646755,1.5652143571655737,0.3829417,1.6864813566207886
17,0.3946532,1.5456988381619041,0.37249783,1.6550792455673218
18,0.40227282,1.5341139342313899,0.39251524,1.5796260595321656
19,0.40040058,1.5234858378383225,0.41688424,1.5218978643417358
20,0.4117647,1.504023357610104,0.4464752,1.4519700765609742
21,0.4150738,1.4962865742101954,0.43255004,1.4466609001159667
22,0.4271781,1.4717523809687025,0.46475196,1.3907197713851929
23,0.42913747,1.4610059618166131,0.4464752,1.4035753726959228
24,0.43397048,1.4541376319963235,0.4699739,1.3889132976531982
25,0.44102407,1.4393889394370971,0.4664926,1.392612600326538
26,0.44119823,1.43067199906075,0.49956483,1.3389156103134154
27,0.45195282,1.4207582935653897,0.48389906,1.3637982130050659
28,0.45691645,1.403769954841138,0.5091384,1.289536142349243
29,0.4587016,1.3929971483777623,0.5117493,1.285496997833252
30,0.47324422,1.382806694294271,0.5248042,1.287177276611328
31,0.46967387,1.379572769271672,0.52828544,1.2644165754318237
32,0.47441983,1.3658000915151305,0.5248042,1.2616667032241822
33,0.4748552,1.3548739964698227,0.5143603,1.2634377241134644
34,0.4813428,1.3506788828814456,0.5500435,1.1857359647750854
35,0.48108155,1.343644648044231,0.5047868,1.278138518333435
36,0.49140072,1.3249281168959814,0.537859,1.2020925998687744
37,0.49057344,1.3179323029579375,0.5535248,1.1994110107421876
38,0.49623373,1.3160494516550567,0.55874676,1.1909165382385254
39,0.5012409,1.2990742612737345,0.5500435,1.1970608234405518
40,0.50193757,1.2986655922663115,0.5674499,1.1835156440734864
41,0.50672704,1.284585017209558,0.56657964,1.1751725673675537
42,0.50986195,1.2797414681501111,0.5657093,1.146971011161804
43,0.50659645,1.2787642828987478,0.5509138,1.1677317380905152
44,0.51639307,1.2640025448559333,0.5805048,1.1458869218826293
45,0.5124744,1.2636805905086193,0.5552654,1.1584437608718872
46,0.51643664,1.256828194574542,0.5430809,1.1634166955947876
47,0.51852655,1.2563823903863574,0.56657964,1.1612064599990846
48,0.5264075,1.2385500707162107,0.5535248,1.1399785280227661
49,0.5252754,1.236853304065846,0.5613577,1.1325677156448364
50,0.5303261,1.231931370255653,0.5700609,1.1189537286758422
51,0.53241605,1.221938182222115,0.5570061,1.1518815279006958
52,0.5353333,1.2137828340527073,0.57180154,1.1361403703689574
